カテゴリ,シナリオ,説明,プロンプト案,プロンプト案_en
10,7,I字段差: 左は緑玉だけがある。右に降りてコの字ブロックを動かし、緑玉を危険ゾーンの外に転がす,左に降りても緑玉を取り出せないので右に降り、コの字ブロックを押して緑玉を赤い即死ゾーンの外に転がしてから触れる,"Dropping down to the left will not get the green sphere out, so drop down to the right, push the U-shaped block so that the green sphere rolls out of the red death zone, and touch it"
10,8,I字段差: 左はLの字ブロックと緑玉がある。右に降りてコの字ブロックを動かし、緑玉を危険ゾーンの外に転がして触る,左に降りても緑玉を取り出せないので右に降り、コの字ブロックを押して緑玉を赤い即死ゾーンの外に転がしてから触れる,"Dropping down to the left will not get the green sphere out, so drop down to the right, push the U-shaped block so that the green sphere rolls out of the red death zone, and touch it"
10,9,I字段差: 左はLの字ブロックと緑玉がある。右に降りてコの字ブロックを動かし、緑玉を危険ゾーンの外に転がして触る,左に降りても緑玉を取り出せないので右に降り、コの字ブロックを押して緑玉を赤い即死ゾーンの外に転がしてから触れる,"Dropping down to the left will not get the green sphere out, so drop down to the right, push the U-shaped block so that the green sphere rolls out of the red death zone, and touch it"
10,10,I字段差: 右は緑玉だけがある。左に降りてコの字ブロックを動かし、緑玉を危険ゾーンの外に転がす,右に降りても緑玉を取り出せないので左に降り、コの字ブロックを押して緑玉を赤い即死ゾーンの外に転がしてから触れる,"Dropping down to the right will not get the green sphere out, so drop down to the left, push the U-shaped block so that the green sphere rolls out of the red death zone, and touch it"
10,11,I字段差: 右はLの字ブロックと緑玉がある。左に降りてコの字ブロックを動かし、緑玉を危険ゾーンの外に転がして触る,右に降りても緑玉を取り出せないので左に降り、コの字ブロックを押して緑玉を赤い即死ゾーンの外に転がしてから触れる,"Dropping down to the right will not get the green sphere out, so drop down to the left, push the U-shaped block so that the green sphere rolls out of the red death zone, and touch it"
10,12,I字段差: 右はLの字ブロックと緑玉がある。左に降りてコの字ブロックを動かし、緑玉を危険ゾーンの外に転がして触る,右に降りても緑玉を取り出せないので左に降り、コの字ブロックを押して緑玉を赤い即死ゾーンの外に転がしてから触れる,"Dropping down to the right will not get the green sphere out, so drop down to the left, push the U-shaped block so that the green sphere rolls out of the red death zone, and touch it"
10,13,I字段差: 左は緑玉とコの字ブロックがある。右はちぎれたコの字ブロックがある。左に降りてコの字ブロックを動かし、緑玉を危険ゾーンの外に転がす,右のコの字ブロックはちぎれていて使えないので左に降り、コの字ブロックを押して緑玉を赤い即死ゾーンの外に転がしてから触れる,"The U-shaped block on the right is broken and cannot be used, so drop down to the left, push the U-shaped block so that the green sphere rolls out of the red death zone, and touch it"
10,14,I字段差: 左はコの字ブロックの外側に緑玉がある。右に降りてコの字ブロックを動かし、緑玉を危険ゾーンの外に転がして触る,左に降りても緑玉を取り出せないので右に降り、コの字ブロックを押して緑玉を赤い即死ゾーンの外に転がしてから触れる,"Dropping down to the left will not get the green sphere out, so drop down to the right, push the U-shaped block so that the green sphere rolls out of the red death zone, and touch it"
10,15,I字段差: 左は緑玉ととても短いコの字ブロックがある。右に降りてコの字ブロックを動かし、緑玉を危険ゾーンの外に転がす,左に降りても緑玉を取り出せないので右に降り、コの字ブロックを押して緑玉を赤い即死ゾーンの外に転がしてから触れる,"Dropping down to the left will not get the green sphere out, so drop down to the right, push the U-shaped block so that the green sphere rolls out of the red death zone, and touch it"
10,16,I字段差: 左はちぎれたコの字ブロックと緑玉がある。右に降りてコの字ブロックを動かし、緑玉を危険ゾーンの外に転がして触る,左に降りても緑玉を取り出せないので右に降り、コの字ブロックを押して緑玉を赤い即死ゾーンの外に転がしてから触れる,"Dropping down to the left will not get the green sphere out, so drop down to the right, push the U-shaped block so that the green sphere rolls out of the red death zone, and touch it"
10,17,I字段差: 右はコの字ブロックの外側に緑玉がある。左に降りてコの字ブロックを動かし、緑玉を危険ゾーンの外に転がして触る,右に降りても緑玉を取り出せないので左に降り、コの字ブロックを押して緑玉を赤い即死ゾーンの外に転がしてから触れる,"Dropping down to the right will not get the green sphere out, so drop down to the left, push the U-shaped block so that the green sphere rolls out of the red death zone, and touch it"
10,18,I字段差: 右は緑玉ととても短いコの字ブロックがある。左に降りてコの字ブロックを動かし、緑玉を危険ゾーンの外に転がす,右に降りても緑玉を取り出せないので左に降り、コの字ブロックを押して緑玉を赤い即死ゾーンの外に転がしてから触れる,"Dropping down to the right will not get the green sphere out, so drop down to the left, push the U-shaped block so that the green sphere rolls out of the red death zone, and touch it"
10,19,1段降りたところにあるブロックを下に落とし、それを緑玉にぶつけて緑玉を棒から落として触る,1段下にあるブロックを下に落とし、それを緑玉にぶつけて棒から落とし、落ちた緑玉に触れる,"Knock the block on the level below down, hit the green sphere with it so that the sphere falls off the bar, and touch the sphere where it lands"
10,20,1段降りたところにある動くブロックを下に落とし、それを緑玉にぶつけて緑玉を棒から落として触る,1段下にあるブロックを下に落とし、それを緑玉にぶつけて棒から落とし、落ちた緑玉に触れる,"Knock the block on the level below down, hit the green sphere with it so that the sphere falls off the bar, and touch the sphere where it lands"
10,21,右に1段降りたところにある動くブロックを下に落とし、それを緑玉にぶつけて緑玉を棒から落として触る,右に1段下りたところにあるブロックを下に落とし、それを緑玉にぶつけて棒から落とし、落ちた緑玉に触れる,"Knock the block on the level below to the right down, hit the green sphere with it so that the sphere falls off the bar, and touch the sphere where it lands"
10,22,斜面と段差の間にブロックを移動させて足場を作ってから斜面を上り、段差の上に移動して緑玉に触る,斜面と段差の間にブロックを押して足場を作り、斜面を登って段差の上に移動し、緑玉に触れる,"Push a block into the gap between the ramp and the raised platform to make a foothold, climb the ramp onto the platform, and touch the green sphere"
10,23,斜面と段差の間にブロックを移動させて足場を作ってから斜面を上り、段差の上に移動して緑玉に触る,斜面と段差の間にブロックを押して足場を作り、斜面を登って段差の上に移動し、緑玉に触れる,"Push a block into the gap between the ramp and the raised platform to make a foothold, climb the ramp onto the platform, and touch the green sphere"
10,24,斜面と段差の間にブロックを2つ移動させて足場を作ってから斜面を上り、段差の上に移動して緑玉に触る,斜面と段差の間にブロックを2つ押して足場を作り、斜面を登って段差の上に移動し、緑玉に触れる,"Push two blocks into the gap between the ramp and the raised platform to make a foothold, climb the ramp onto the platform, and touch the green sphere"
10,25,左右どちらかのブロックに勢い良くぶつかって押し出し、緑の玉に触れる,左右どちらかのブロックに勢いよくぶつかって押し出し、その先にある緑玉に触れる,"Ram either the left or the right block hard to shove it out of the way, and touch the green sphere beyond it"
10,26,右のブロックに勢い良くぶつかって押し出し、緑の玉に触れる,右のブロックに勢いよくぶつかって押し出し、その先にある緑玉に触れる,"Ram the right block hard to shove it out of the way, and touch the green sphere beyond it"
10,27,左のブロックに勢い良くぶつかって押し出し、緑の玉に触れる,左のブロックに勢いよくぶつかって押し出し、その先にある緑玉に触れる,"Ram the left block hard to shove it out of the way, and touch the green sphere beyond it"
10,28,左右どちらかのブロックに勢い良くぶつかって押し出し、緑の玉に触れる,左右どちらかのブロックに勢いよくぶつかって押し出し、その先にある緑玉に触れる,"Ram either the left or the right block hard to shove it out of the way, and touch the green sphere beyond it"
10,29,左のブロックを押して中央の緑玉を危険ゾーンから右に転がしてから触る,左のブロックを押して中央の緑玉を赤い即死ゾーンの外へ右に転がし、外に出た緑玉に触れる,"Push the left block so that the green sphere in the center rolls to the right and out of the red death zone, and touch the sphere once it is out"
10,30,右のブロックに勢い良くぶつかって押し出し、緑の玉に触れる,右のブロックに勢いよくぶつかって押し出し、その先にある緑玉に触れる,"Ram the right block hard to shove it out of the way, and touch the green sphere beyond it"
